,id,Profession,annee_sour,source,Professi_1,localisati,détail,ind_Nom,indiv_titr,associé_n,successeur,ancienne m,nbre_adres,activités,annee_expo,nom_boutiq,type_rue,article_ru,nom_rue,num_rue,cpltnum_ru,ville_rue,autre_vill,infos_rue,unnamed_1,quart/sect,arrondisse,unnamed_2,unnamed_3,geocoder_t,geocoder_s,a_corriger,lon,lat,address,type_1,geometry.type_1,geometry.lng_1,geometry.lat_1,properties.label_1,properties.score_1,properties.id_1,properties.type_1,properties.x_1,properties.y_1,properties.importance_1,properties.name_1,properties.postcode_1,properties.citycode_1,properties.city_1,properties.district_1,properties.context_1,properties.housenumber_1,properties.street_1
40,41,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"doublet, l & laisney",,,,,,"fabr, façon cachemire",,,rue,,neuve saint eustache,14,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34489406866103,48.8670733541485,14  rue  neuve saint eustache,Feature,Point,2.36315,48.853933,14 Rue Neuve Saint-pierre 75004 Paris,0.5559827272727272,75104_6732_00014,housenumber,653270.01,6861732.13,0.49081,14 Rue Neuve Saint-pierre,75004,75104,Paris,Paris 4e Arrondissement,"75, Paris, Île-de-France",14,Rue Neuve Saint-pierre
41,42,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,douinet,,,,,,fabr,,,rue,,bourbon villeneuve,29,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3492236562876605,48.868512963494304,29  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
42,43,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,drevet fils ainé & bajot,,,,,,"fab cachemire et autres, franges, bordures en laine, soie et coton",,,rue,du,caire,6,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35106045259315,48.867544914498,6  rue du caire,Feature,Point,2.352309,48.867247,6 Rue du Caire 75002 Paris,0.9523227272727272,75102_1432_00006,housenumber,652486.71,6863219.07,0.47555,6 Rue du Caire,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",6,Rue du Caire
43,44,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,duboys & co,,,,,,march tissus mérinos,,,rue,,croix des petits champs,50,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34062211433995,48.86492679076571,50  rue  croix des petits champs,Feature,Point,2.340824,48.865073,50 Rue Croix des Petits Champs 75001 Paris,0.951320909090909,75101_2453_00050,housenumber,651642.23,6862984.29,0.46453,50 Rue Croix des Petits Champs,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",50,Rue Croix des Petits Champs
44,89,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,lemonnyer jeune,,,,,,march de cachemires,,,rue,,vivienne,9,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33927525651609,48.8679014298215,9  rue  vivienne,Feature,Point,2.338842,48.866499,Rue Vivienne 75002 Paris,0.8124625874125874,75102_9893,street,651498.18,6863144.04,0.47555,Rue Vivienne,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
45,45,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,duboys silvius,,,,,,fabr façon cachemire et nouveautés,,,rue,,neuve saint eustache,52,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34664805795839,48.8676325821527,52  rue  neuve saint eustache,Feature,Point,2.364139,48.853573,Rue Neuve Saint-pierre 75004 Paris,0.47075545454545453,75104_6732,street,653342.3,6861691.57,0.49081,Rue Neuve Saint-pierre,75004,75104,Paris,Paris 4e Arrondissement,"75, Paris, Île-de-France",,
46,46,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,dufour & co,,,,,,fabr,,,rue,,sainte apolline,5,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35472237489265,48.868746900099,5  rue  sainte apolline,Feature,Point,2.354822,48.868719,5 Rue Sainte-apolline 75003 Paris,0.9547799999999999,75103_8538_00005,housenumber,652672.38,6863381.23,0.50258,5 Rue Sainte-apolline,75003,75103,Paris,Paris 3e Arrondissement,"75, Paris, Île-de-France",5,Rue Sainte-apolline
47,47,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"durant, l",,,,,,fabr façon cachemire,,,rue,,saint denis,398,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35250158655942,48.8693076415111,398  rue  saint denis,Feature,Point,2.350142,48.86375,Rue Saint-denis 75002 Paris,0.7503025252525252,75102_8525,street,652324.58,6862831.55,0.47555,Rue Saint-denis,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
48,48,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,durget,,,,,,fab,,,rue,,saint denis,307,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35108029425845,48.86677463532929,307  rue  saint denis,Feature,Point,2.350142,48.86375,Rue Saint-denis 75002 Paris,0.7503025252525252,75102_8525,street,652324.58,6862831.55,0.47555,Rue Saint-denis,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
49,49,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"duroys, martial philippe & co",,,,,,dépôt de tissus mérinos,,,rue,,croix des petits champs,50,bis,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34062222154032,48.86492733543611,50 bis rue  croix des petits champs,Feature,Point,2.339124,48.862466,Rue Croix des Petits Champs 75001 Paris,0.7584834435261707,75101_2453,street,651515.08,6862695.48,0.46453,Rue Croix des Petits Champs,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",,
50,50,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,davigneul,,,,,,march de cachemires,,,rue,des,colonnes,7,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33933500684212,48.869112515718,7  rue des colonnes,Feature,Point,2.339415,48.869682,7 Rue des Colonnes 75002 Paris,0.9523227272727272,75102_2219_00007,housenumber,651543.15,6863497.66,0.47555,7 Rue des Colonnes,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",7,Rue des Colonnes
51,51,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,ebremond-colasse,,,,,,"fabr, façon cachemire",,,rue,,neuve saint denis,15,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35333394533566,48.868750035251,15  rue  neuve saint denis,Feature,Point,2.363137,48.853791,15 Rue Neuve Saint-pierre 75004 Paris,0.6088824137931035,75104_6732_00015,housenumber,653268.94,6861716.41,0.49081,15 Rue Neuve Saint-pierre,75004,75104,Paris,Paris 4e Arrondissement,"75, Paris, Île-de-France",15,Rue Neuve Saint-pierre
52,52,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,evrard,,,,,,"fabr, façon cachemire",,,rue,,saint denis,361,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3517626757804,48.868418061544105,361  rue  saint denis,Feature,Point,2.350142,48.86375,Rue Saint-denis 75002 Paris,0.7503025252525252,75102_8525,street,652324.58,6862831.55,0.47555,Rue Saint-denis,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
53,53,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"fanelli, mad",,,,,,"fabr, façon cachemire",,,rue,,sainte anne,57,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33613729021322,48.86781551293161,57  rue  sainte anne,Feature,Point,2.336198,48.86786,57 Rue Sainte-anne 75002 Paris,0.9523227272727272,75102_8534_00057,housenumber,651305.45,6863297.05,0.47555,57 Rue Sainte-anne,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",57,Rue Sainte-anne
54,54,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,fichel,,,,,,march de cachemires des indes,,,rue,,richelieu,37,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3365480618855297,48.865354153146804,37  rue  richelieu,Feature,Point,2.336632,48.865471,37 Rue de Richelieu 75001 Paris,0.7998057575757576,75101_8212_00037,housenumber,651335.04,6863031.11,0.46453,37 Rue de Richelieu,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",37,Rue de Richelieu
55,55,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,fremont & vve lefebure,,,,,,"fabr de mérinos, schals et articles de goût",,,rue,des,fossés montmartre,8,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3428443085439903,48.8663620152427,8  rue des fossés montmartre,Feature,Point,2.35602,48.839035,8 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00008,housenumber,652733.4,6860079.88,0.52909,8 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",8,Rue des Fossés Saint-marcel
56,56,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,garnier,,,,,,march de cachemires et nouveautés,,,,,"palais royal, galerie de pierre",135,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33856497854241,48.8650283745652,"135    palais royal, galerie de pierre",Feature,Point,2.336185,48.862728,Place du Palais Royal 75001 Paris,0.41019536796536793,75101_7010,street,651299.69,6862726.42,0.46453,Place du Palais Royal,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",,
57,57,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,gelibert,,,,,,fab façon cachemire,,,rue,,culture sainte catherine,5,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.36164492179809,48.85529266751511,5  rue  culture sainte catherine,Feature,Point,2.343069,48.829897,5 Rue Soeur Catherine Marie 75013 Paris,0.45989765550239237,75113_9000_00005,housenumber,651774.35,6859071.71,0.58519,5 Rue Soeur Catherine Marie,75013,75113,Paris,Paris 13e Arrondissement,"75, Paris, Île-de-France",5,Rue Soeur Catherine Marie
58,58,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,genton & cie,,,,,,dépôt de tissus mérinos dce leur fabrique de Reims et schals-imprimés façon cachemire,,,rue,,croix des petits champs,55,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3407682624932598,48.8653890683461,55  rue  croix des petits champs,Feature,Point,2.339124,48.862466,Rue Croix des Petits Champs 75001 Paris,0.8572770219435736,75101_2453,street,651515.08,6862695.48,0.46453,Rue Croix des Petits Champs,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",,
59,59,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,gobert,,,,,,fab,,,rue,du,faubourg saint martin,35,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35610954081206,48.8703938940692,35  rue du faubourg saint martin,Feature,Point,2.356271,48.870473,35 Rue du Faubourg Saint-martin 75010 Paris,0.9591972727272727,75110_3522_00035,housenumber,652780.29,6863575.33,0.55117,35 Rue du Faubourg Saint-martin,75010,75110,Paris,Paris 10e Arrondissement,"75, Paris, Île-de-France",35,Rue du Faubourg Saint-martin
60,60,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,gosselin,,,,,,fab,,,rue,des,fossés montmartre,24,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34397092655729,48.86677253952271,24  rue des fossés montmartre,Feature,Point,2.345593,48.864153,24 Rue Montmartre 75001 Paris,0.5809505387205386,75101_6513_00024,housenumber,651991.23,6862879.13,0.46453,24 Rue Montmartre,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",24,Rue Montmartre
61,61,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,goureau ainé,,,,,,fabr,,,rue,de,bourbon villeneuve,36,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3503082998494,48.8687278367171,36  rue de bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.4252142424242424,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
62,62,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,goureau charles & cie,,,,,,fab façon cachemire,,,rue,,bourbon villeneuve,55,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35111183054882,48.869072669148,55  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
63,63,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"gout, victor",,,,,,"manuf de schals brochés en laine, imitation cachemire, fab de tissus cachemire",,,rue,,neuve saint eustache,39,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34667370484327,48.867740511411704,39  rue  neuve saint eustache,Feature,Point,2.364139,48.853573,Rue Neuve Saint-pierre 75004 Paris,0.47075545454545453,75104_6732,street,653342.3,6861691.57,0.49081,Rue Neuve Saint-pierre,75004,75104,Paris,Paris 4e Arrondissement,"75, Paris, Île-de-France",,
64,64,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"grand, amable & co",,,,,,"fab de schals cachemires (pur cachemire) à paris, et de schals, robes et tissus imitation de cachemire, à lyon",,,place,des,victoires,1,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3407106719667,48.8654876556581,1  place des victoires,Feature,Point,2.340781,48.865503,1 Place des Victoires 75001 Paris,0.951320909090909,75101_9741_00001,housenumber,651639.43,6863032.12,0.46453,1 Place des Victoires,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",1,Place des Victoires
65,65,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"guilhery frères, casimir et césar",,,,,,tissus mérionos et nouveautés,,,rue,,croix des petits champs,42,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34026611137203,48.8643792131032,42  rue  croix des petits champs,Feature,Point,2.340452,48.864495,42 Rue Croix des Petits Champs 75001 Paris,0.951320909090909,75101_2453_00042,housenumber,651614.39,6862920.29,0.46453,42 Rue Croix des Petits Champs,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",42,Rue Croix des Petits Champs
